locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	gene_name	annotation	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_2073	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2301472	2302860	-	ABK08824.1			Bcen2424_2073	conserved hypothetical protein			1389	462			
Bcen2424_2074	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2303272	2304525	-	ABK08825.1			Bcen2424_2074	aspartate kinase			1254	417		3	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]|00270 Cysteine and methionine metabolism [PATH:ko00270]|00300 Lysine biosynthesis [PATH:ko00300]|00261 Monobactam biosynthesis [PATH:ko00261]"
Bcen2424_2075	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2304868	2306289	-	ABK08826.1			Bcen2424_2075	tRNA(Ile)-lysidine synthetase			1422	473			
Bcen2424_2076	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2306336	2307307	-	ABK08827.1			Bcen2424_2076	acetyl-CoA carboxylase carboxyltransferase subunit alpha			972	323		3	00620 Pyruvate metabolism [PATH:ko00620]|00640 Propanoate metabolism [PATH:ko00640]|00061 Fatty acid biosynthesis [PATH:ko00061]
Bcen2424_2077	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2307411	2308238	-	ABK08828.1			Bcen2424_2077	DNA-3-methyladenine glycosylase II			828	275			
Bcen2424_2078	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2308282	2309679	-	ABK08829.1			Bcen2424_2078	cysteinyl-tRNA synthetase			1398	465			
Bcen2424_2079	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2309881	2310636	+	ABK08830.1			Bcen2424_2079	Tetratricopeptide TPR_2 repeat protein			756	251			
Bcen2424_2080	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2310676	2311251	+	ABK08831.1			Bcen2424_2080	Peptidylprolyl isomerase			576	191			
Bcen2424_2081	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2311340	2311831	+	ABK08832.1			Bcen2424_2081	"peptidyl-prolyl cis-trans isomerase, cyclophilin type"			492	163			
Bcen2424_2082	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2311858	2312658	+	ABK08833.1			Bcen2424_2082	"UDP-2,3-diacylglucosamine hydrolase"			801	266			
Bcen2424_2083	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2312711	2313514	-	ABK08834.1			Bcen2424_2083	serine O-acetyltransferase			804	267		3	00920 Sulfur metabolism [PATH:ko00920]|00270 Cysteine and methionine metabolism [PATH:ko00270]
Bcen2424_2084	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2313787	2314656	-	ABK08835.1			Bcen2424_2084	"RNA methyltransferase, TrmH family, group 1"			870	289			
Bcen2424_2085	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2314892	2315695	+	ABK08836.1			Bcen2424_2085	inositol monophosphatase			804	267		3	00562 Inositol phosphate metabolism [PATH:ko00562]|00521 Streptomycin biosynthesis [PATH:ko00521]
Bcen2424_2086	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2316000	2317622	+	ABK08837.1			Bcen2424_2086	FAD dependent oxidoreductase			1623	540			
Bcen2424_2087	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2317850	2318176	-	ABK08838.1			Bcen2424_2087	Ethyl tert-butyl ether degradation EthD			327	108			
Bcen2424_2088	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2318520	2321177	+	ABK08839.1			Bcen2424_2088	DNA mismatch repair protein MutS			2658	885			
Bcen2424_2089	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2321182	2322429	+	ABK08840.1			Bcen2424_2089	conserved hypothetical protein			1248	415			
Bcen2424_2090	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2322409	2322951	-	ABK08841.1			Bcen2424_2090	FKBP-type peptidyl-prolyl cis-trans isomerases 2-like protein			543	180			
Bcen2424_2091	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2322984	2324204	+	ABK08842.1			Bcen2424_2091	Cupin 4 family protein			1221	406			
Bcen2424_2092	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2324431	2324700	+	ABK08843.1			Bcen2424_2092	conserved hypothetical protein			270	89			
Bcen2424_2093	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2324814	2325590	-	ABK08844.1			Bcen2424_2093	beta-lactamase domain protein			777	258			
Bcen2424_2094	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2325595	2326740	-	ABK08845.1			Bcen2424_2094	uncharacterized lipoprotein			1146	381			
Bcen2424_2095	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2326852	2327754	-	ABK08846.1			Bcen2424_2095	dihydrodipicolinate synthase			903	300		3	00300 Lysine biosynthesis [PATH:ko00300]|00261 Monobactam biosynthesis [PATH:ko00261]
Bcen2424_2096	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2327801	2328403	-	ABK08847.1			Bcen2424_2096	Methyltransferase type 12			603	200			
Bcen2424_2097	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2328412	2329614	-	ABK08848.1			Bcen2424_2097	tryptophanyl-tRNA synthetase			1203	400			
Bcen2424_2098	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2329623	2330285	-	ABK08849.1			Bcen2424_2098	peptidase M50			663	220			
Bcen2424_2099	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2330333	2330965	-	ABK08850.1			Bcen2424_2099	Sua5/YciO/YrdC/YwlC family protein			633	210			
Bcen2424_2100	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2331036	2331875	-	ABK08851.1			Bcen2424_2100	PHP C-terminal domain protein			840	279			
Bcen2424_2101	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2331949	2332839	-	ABK08852.1			Bcen2424_2101	alpha/beta hydrolase fold protein			891	296			
Bcen2424_2102	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2333013	2333873	-	ABK08853.1			Bcen2424_2102	protein of unknown function DUF455			861	286			
Bcen2424_2103	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2334017	2334541	+	ABK08854.1			Bcen2424_2103	transferase hexapeptide repeat containing protein			525	174			
Bcen2424_2104	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2334567	2335517	+	ABK08855.1			Bcen2424_2104	Hsp33 protein			951	316			
Bcen2424_2105	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2335655	2336020	+	ABK08856.1			Bcen2424_2105	conserved hypothetical protein			366	121			
Bcen2424_2106	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2336110	2336535	-	ABK08857.1			Bcen2424_2106	cell division protein FtsB			426	141			
Bcen2424_2107	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2336617	2337900	-	ABK08858.1			Bcen2424_2107	enolase			1284	427		3	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|00680 Methane metabolism [PATH:ko00680]|03018 RNA degradation [PATH:ko03018]
Bcen2424_2108	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2338007	2338861	-	ABK08859.1			Bcen2424_2108	2-dehydro-3-deoxyphosphooctonate aldolase			855	284			
Bcen2424_2109	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2338858	2340516	-	ABK08860.1			Bcen2424_2109	CTP synthase			1659	552			
Bcen2424_2110	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2340708	2341553	-	ABK08861.1			Bcen2424_2110	conserved hypothetical protein			846	281			
Bcen2424_2111	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2341793	2344282	-	ABK08862.1			Bcen2424_2111	DNA internalization-related competence protein ComEC/Rec2			2490	829			
Bcen2424_2112	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2344339	2345127	-	ABK08863.1			Bcen2424_2112	TatD-related deoxyribonuclease			789	262			
Bcen2424_2113	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2345194	2345955	-	ABK08864.1			Bcen2424_2113	"lipoprotein releasing system, ATP-binding protein"			762	253			
Bcen2424_2114	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2345948	2347201	-	ABK08865.1			Bcen2424_2114	"lipoprotein releasing system, transmembrane protein, LolC/E family"			1254	417			
Bcen2424_2115	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2347351	2348427	+	ABK08866.1			Bcen2424_2115	conserved hypothetical protein			1077	358			
Bcen2424_2116	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2348442	2350139	+	ABK08867.1			Bcen2424_2116	exonuclease RecJ			1698	565		3	03410 Base excision repair [PATH:ko03410]|03430 Mismatch repair [PATH:ko03430]|03440 Homologous recombination [PATH:ko03440]
Bcen2424_2117	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2350222	2351397	+	ABK08868.1			Bcen2424_2117	bacterial peptide chain release factor 2 (bRF-2)			1176	391			
Bcen2424_2118	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2351471	2352997	+	ABK08869.1			Bcen2424_2118	lysyl-tRNA synthetase			1527	508			
Bcen2424_2119	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2353344	2354072	+	ABK08870.1			Bcen2424_2119	17 kDa surface antigen			729	242			
Bcen2424_2120	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2354226	2354435	-	ABK08871.1			Bcen2424_2120	protein of unknown function DUF528			210	69			
Bcen2424_2121	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2354455	2354796	-	ABK08872.1			Bcen2424_2121	"ferredoxin, 2Fe-2S type, ISC system"			342	113			
Bcen2424_2122	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2354884	2356752	-	ABK08873.1			Bcen2424_2122	Fe-S protein assembly chaperone HscA			1869	622			
Bcen2424_2123	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2356807	2357412	-	ABK08874.1			Bcen2424_2123	co-chaperone Hsc20			606	201			
Bcen2424_2124	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2357431	2357778	-	ABK08875.1			Bcen2424_2124	iron-sulfur cluster assembly protein IscA			348	115			
Bcen2424_2125	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2357820	2358227	-	ABK08876.1			Bcen2424_2125	FeS cluster assembly scaffold IscU			408	135			
Bcen2424_2126	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2358295	2359518	-	ABK08877.1			Bcen2424_2126	cysteine desulfurase IscS			1224	407		3	00730 Thiamine metabolism [PATH:ko00730]|04122 Sulfur relay system [PATH:ko04122]
Bcen2424_2127	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2359584	2360123	-	ABK08878.1			Bcen2424_2127	"transcriptional regulator, BadM/Rrf2 family"			540	179			
Bcen2424_2128	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2360238	2360720	-	ABK08879.1			Bcen2424_2128	protein tyrosine phosphatase			483	160			
Bcen2424_2129	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2360822	2361049	-	ABK08880.1			Bcen2424_2129	conserved hypothetical protein			228	75			
Bcen2424_2130	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2361178	2362590	-	ABK08881.1			Bcen2424_2130	"4Fe-4S ferredoxin, iron-sulfur binding domain protein"			1413	470			
Bcen2424_2131	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2362625	2363347	-	ABK08882.1			Bcen2424_2131	"protein of unknown function DUF224, cysteine-rich region domain protein"			723	240			
Bcen2424_2132	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2363531	2364340	+	ABK08883.1			Bcen2424_2132	"transcriptional regulator, IclR family"			810	269			
Bcen2424_2133	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2364464	2365630	-	ABK08884.1			Bcen2424_2133	"murein-DD-endopeptidase, Serine peptidase, MEROPS family S11"			1167	388			
Bcen2424_2134	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2366285	2366851	+	ABK08885.1			Bcen2424_2134	phasin family protein			567	188			
Bcen2424_2135	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2367043	2368809	-	ABK08886.1			Bcen2424_2135	dihydrolipoamide dehydrogenase			1767	588		3	"00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|00020 Citrate cycle (TCA cycle) [PATH:ko00020]|00620 Pyruvate metabolism [PATH:ko00620]|00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00640 Propanoate metabolism [PATH:ko00640]|00260 Glycine, serine and threonine metabolism [PATH:ko00260]|00280 Valine, leucine and isoleucine degradation [PATH:ko00280]|00310 Lysine degradation [PATH:ko00310]|00380 Tryptophan metabolism [PATH:ko00380]"
Bcen2424_2136	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2369096	2370745	-	ABK08887.1			Bcen2424_2136	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase			1650	549		3	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|00020 Citrate cycle (TCA cycle) [PATH:ko00020]|00620 Pyruvate metabolism [PATH:ko00620]
Bcen2424_2137	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2370814	2373510	-	ABK08888.1			Bcen2424_2137	"2-oxo-acid dehydrogenase E1 subunit, homodimeric type"			2697	898		3	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|00020 Citrate cycle (TCA cycle) [PATH:ko00020]|00620 Pyruvate metabolism [PATH:ko00620]
Bcen2424_2138	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2373784	2376300	+	ABK08889.1			Bcen2424_2138	multi-sensor signal transduction histidine kinase			2517	838			
Bcen2424_2139	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2376297	2376935	+	ABK08890.1			Bcen2424_2139	"two component transcriptional regulator, LuxR family"			639	212			
Bcen2424_2140	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2377163	2378020	+	ABK08891.1			Bcen2424_2140	"5,10-methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase"			858	285			
Bcen2424_2141	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2378330	2380417	+	ABK08892.1			Bcen2424_2141	"oligopeptidase A, Metallo peptidase, MEROPS family M03A"			2088	695			
Bcen2424_2142	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2380485	2381570	-	ABK08893.1			Bcen2424_2142	DNA-directed DNA polymerase			1086	361			
Bcen2424_2143	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2381841	2382533	+	ABK08894.1			Bcen2424_2143	aspartate racemase			693	230		3	"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]|01054 Nonribosomal peptide structures [PATH:ko01054]"
Bcen2424_2144	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2382831	2383634	+	ABK08895.1			Bcen2424_2144	conserved hypothetical protein			804	267			
Bcen2424_2145	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2383980	2384756	+	ABK08896.1			Bcen2424_2145	Exodeoxyribonuclease III			777	258			
Bcen2424_2146	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2384778	2386943	-	ABK08897.1			Bcen2424_2146	"peptidase S9, prolyl oligopeptidase active site domain protein"			2166	721			
Bcen2424_2147	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2386974	2388488	-	ABK08898.1			Bcen2424_2147	"nitrogen metabolism transcriptional regulator, NtrC, Fis family"			1515	504			
Bcen2424_2148	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2388526	2389668	-	ABK08899.1			Bcen2424_2148	"signal transduction histidine kinase, nitrogen specific, NtrB"			1143	380			
Bcen2424_2149	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2389830	2391245	-	ABK08900.1			Bcen2424_2149	L-glutamine synthetase			1416	471		3	"00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00910 Nitrogen metabolism [PATH:ko00910]|00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]|00220 Arginine biosynthesis [PATH:ko00220]|02020 Two-component system [PATH:ko02020]"
Bcen2424_2150	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2391652	2392116	+	ABK08901.1			Bcen2424_2150	Rhodanese domain protein			465	154			
Bcen2424_2151	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2392233	2393048	-	ABK08902.1			Bcen2424_2151	molybdopterin binding domain protein			816	271			
Bcen2424_2152	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2393045	2393872	-	ABK08903.1			Bcen2424_2152	conserved hypothetical protein			828	275			
Bcen2424_2153	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2393998	2394972	-	ABK08904.1			Bcen2424_2153	sterol desaturase-like protein			975	324			
Bcen2424_2154	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2394989	2395978	-	ABK08905.1			Bcen2424_2154	conserved hypothetical protein			990	329			
Bcen2424_2155	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2396146	2400090	-	ABK08906.1			Bcen2424_2155	ATP-dependent helicase HrpA			3945	1314			
Bcen2424_2156	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2400378	2401757	+	ABK08907.1			Bcen2424_2156	N-acetylglutamate synthase			1380	459			
Bcen2424_2157	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2401811	2402086	+	ABK08908.1			Bcen2424_2157	Fe(II) trafficking protein YggX			276	91			
Bcen2424_2158	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2402345	2403757	-	ABK08909.1			Bcen2424_2158	major facilitator superfamily MFS_1			1413	470			
Bcen2424_2159	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2403848	2405059	-	ABK08910.1			Bcen2424_2159	L-carnitine dehydratase/bile acid-inducible protein F			1212	403			
Bcen2424_2160	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2405056	2406807	-	ABK08911.1			Bcen2424_2160	acyl-CoA dehydrogenase domain protein			1752	583			
Bcen2424_2161	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2406957	2407883	+	ABK08912.1			Bcen2424_2161	"transcriptional regulator, LysR family"			927	308			
Bcen2424_2162	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2408174	2409568	-	ABK08913.1			Bcen2424_2162	aminotransferase			1395	464			
Bcen2424_2163	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2409597	2410934	-	ABK08914.1			Bcen2424_2163	L-glutamine synthetase			1338	445		3	"00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00910 Nitrogen metabolism [PATH:ko00910]|00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]|00220 Arginine biosynthesis [PATH:ko00220]|02020 Two-component system [PATH:ko02020]"
Bcen2424_2164	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2410919	2411758	-	ABK08915.1			Bcen2424_2164	gamma-glutamyl-gamma-aminobutyrate hydrolase			840	279			
Bcen2424_2165	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2411939	2412163	-	ABK08916.1			Bcen2424_2165	conserved hypothetical protein			225	74			
Bcen2424_2166	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2412500	2413297	-	ABK08917.1			Bcen2424_2166	N-formylglutamate amidohydrolase			798	265		3	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00340 Histidine metabolism [PATH:ko00340]
Bcen2424_2167	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2413358	2414734	-	ABK08918.1			Bcen2424_2167	formimidoylglutamate deiminase			1377	458			
