"Gene","product_accession","Description","chromosome","start","end","strand","feature_interval_length","product_length","assembly_unit","level","annotation"
"Bcen2424_0713","ABK07466.1","Paraquat-inducible protein A","1"," 793490"," 794155","-","  666"," 221","Primary Assembly",NA,""
"Bcen2424_0714","ABK07467.1","cytochrome B561","1"," 794415"," 794975","+","  561"," 186","Primary Assembly",NA,""
"Bcen2424_0715","ABK07468.1","YceI family protein","1"," 794984"," 795544","+","  561"," 186","Primary Assembly",NA,""
"Bcen2424_0716","ABK07469.1","YceI family protein","1"," 795610"," 796191","+","  582"," 193","Primary Assembly",NA,""
"Bcen2424_0717","ABK07470.1","major facilitator superfamily MFS_1","1"," 796384"," 797661","+"," 1278"," 425","Primary Assembly",NA,""
"Bcen2424_0718","ABK07471.1","peptidase S41","1"," 797680"," 799374","-"," 1695"," 564","Primary Assembly",NA,""
"Bcen2424_0719","ABK07472.1","protein translocase subunit secF","1"," 799431"," 800381","-","  951"," 316","Primary Assembly"," 3","03060 Protein export PATH:ko03060 - 03070 Bacterial secretion system PATH:ko03070"
"Bcen2424_0720","ABK07473.1","protein-export membrane protein SecD","1"," 800400"," 802421","-"," 2022"," 673","Primary Assembly"," 3","03060 Protein export PATH:ko03060 - 03070 Bacterial secretion system PATH:ko03070"
"Bcen2424_0721","ABK07474.1","protein translocase subunit yajC","1"," 802528"," 802851","-","  324"," 107","Primary Assembly"," 3","03060 Protein export PATH:ko03060 - 03070 Bacterial secretion system PATH:ko03070 - 02024 Quorum sensing PATH:ko02024"
"Bcen2424_0722","ABK07475.1","tRNA-guanine transglycosylase","1"," 803089"," 804276","-"," 1188"," 395","Primary Assembly",NA,""
"Bcen2424_0723","ABK07476.1","S-adenosylmethionine--tRNA-ribosyltransferase-isomerase","1"," 804456"," 805523","-"," 1068"," 355","Primary Assembly",NA,""
"Bcen2424_0724","ABK07477.1","ATP-dependent DNA helicase RecG","1"," 805697"," 808012","+"," 2316"," 771","Primary Assembly",NA,""
"Bcen2424_0725","ABK07478.1","transcriptional regulator, LysR family","1"," 808160"," 809119","+","  960"," 319","Primary Assembly",NA,""
"Bcen2424_0726","ABK07479.1","catalase/peroxidase HPI","1"," 809751"," 811937","+"," 2187"," 728","Primary Assembly"," 3","00360 Phenylalanine metabolism PATH:ko00360 - 00380 Tryptophan metabolism PATH:ko00380"
"Bcen2424_0727","ABK07480.1","hypothetical protein","1"," 812040"," 812186","+","  147","  48","Primary Assembly",NA,""
"Bcen2424_0728","ABK07481.1","Ferritin, Dps family protein","1"," 812306"," 812794","+","  489"," 162","Primary Assembly",NA,""
"Bcen2424_0729","ABK07482.1","4-hydroxybenzoate octaprenyltransferase","1"," 813001"," 813864","+","  864"," 287","Primary Assembly",NA,""
"Bcen2424_0730","ABK07483.1","pyrroline-5-carboxylate reductase","1"," 813967"," 814779","-","  813"," 270","Primary Assembly",NA,""
"Bcen2424_0731","ABK07484.1","Protein of unknown function UPF0001","1"," 814833"," 815552","-","  720"," 239","Primary Assembly",NA,""
"Bcen2424_0732","ABK07485.1","protein of unknown function DUF224, cysteine-rich region domain protein","1"," 815670"," 816896","-"," 1227"," 408","Primary Assembly",NA,""
"Bcen2424_0733","ABK07486.1","FAD linked oxidase domain protein","1"," 816904"," 817992","-"," 1089"," 362","Primary Assembly",NA,""
"Bcen2424_0734","ABK07487.1","FAD linked oxidase domain protein","1"," 818178"," 819671","-"," 1494"," 497","Primary Assembly",NA,""
"Bcen2424_0735","ABK07488.1","FAD linked oxidase domain protein","1"," 819710"," 821119","-"," 1410"," 469","Primary Assembly",NA,""
"Bcen2424_0736","ABK07489.1","ATP:cob(I)alamin adenosyltransferase","1"," 821256"," 821807","+","  552"," 183","Primary Assembly",NA,""
"Bcen2424_0737","ABK07490.1","globin","1"," 821902"," 823110","+"," 1209"," 402","Primary Assembly",NA,""
"Bcen2424_0738","ABK07491.1","3-deoxy-D-arabinoheptulosonate-7-phosphate synthase","1"," 823187"," 824260","-"," 1074"," 357","Primary Assembly"," 3","00400 Phenylalanine, tyrosine and tryptophan biosynthesis PATH:ko00400 - 02024 Quorum sensing PATH:ko02024"
"Bcen2424_0739","ABK07492.1","microcin-processing peptidase 2, Unknown type peptidase, MEROPS family U62","1"," 824659"," 826125","-"," 1467"," 488","Primary Assembly",NA,""
"Bcen2424_0740","ABK07493.1","Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase","1"," 826210"," 827037","-","  828"," 275","Primary Assembly",NA,""
"Bcen2424_0741","ABK07494.1","conserved hypothetical protein","1"," 827100"," 831299","-"," 4200","1399","Primary Assembly",NA,""
"Bcen2424_0742","ABK07495.1","(Glutamate--ammonia-ligase) adenylyltransferase","1"," 831533"," 834340","+"," 2808"," 935","Primary Assembly",NA,""
"Bcen2424_0743","ABK07496.1","DNA replication and repair protein RecN","1"," 834483"," 836132","-"," 1650"," 549","Primary Assembly",NA,""
"Bcen2424_0744","ABK07497.1","NAD(+) kinase","1"," 836152"," 837054","-","  903"," 300","Primary Assembly",NA,""
"Bcen2424_0745","ABK07498.1","heat-inducible transcription repressor HrcA","1"," 837186"," 838208","+"," 1023"," 340","Primary Assembly",NA,""
"Bcen2424_0746","ABK07499.1","Ferrochelatase","1"," 838365"," 839429","+"," 1065"," 354","Primary Assembly",NA,""
"Bcen2424_0747","ABK07500.1","heat shock protein Hsp15","1"," 839514"," 839921","+","  408"," 135","Primary Assembly",NA,""
"Bcen2424_0748","ABK07501.1","conserved hypothetical protein","1"," 839893"," 840054","-","  162","  53","Primary Assembly",NA,""
"Bcen2424_0749","ABK07502.1","conserved hypothetical protein","1"," 840111"," 840329","-","  219","  72","Primary Assembly",NA,""
"Bcen2424_0750","ABK07503.1","GrpE protein","1"," 840407"," 840952","+","  546"," 181","Primary Assembly",NA,""
"Bcen2424_0751","ABK07504.1","conserved hypothetical protein","1"," 840963"," 841406","+","  444"," 147","Primary Assembly",NA,""
"Bcen2424_0752","ABK07505.1","chaperone protein DnaK","1"," 841555"," 843507","+"," 1953"," 650","Primary Assembly",NA,""
"Bcen2424_0753","ABK07506.1","chaperone protein DnaJ","1"," 843764"," 844900","+"," 1137"," 378","Primary Assembly",NA,""
"Bcen2424_0754","ABK07507.1","para-aminobenzoate synthase, subunit I","1"," 844905"," 846818","+"," 1914"," 637","Primary Assembly",NA,""
"Bcen2424_0755","ABK07508.1","ketopantoate hydroxymethyltransferase","1"," 846941"," 847756","-","  816"," 271","Primary Assembly",NA,""
"Bcen2424_0756","ABK07509.1","deoxynucleoside kinase","1"," 847800"," 848486","-","  687"," 228","Primary Assembly",NA,""
"Bcen2424_0757","ABK07510.1","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","1"," 848483"," 849025","-","  543"," 180","Primary Assembly",NA,""
"Bcen2424_0758","ABK07511.1","poly(A) polymerase","1"," 849061"," 850617","-"," 1557"," 518","Primary Assembly",NA,""
"Bcen2424_0759","ABK07512.1","HAD-superfamily subfamily IB hydrolase, TIGR01490","1"," 850623"," 851300","-","  678"," 225","Primary Assembly",NA,""
"Bcen2424_0760","ABK07513.1","Chromosomal replication initiator, DnaA","1"," 851312"," 852097","-","  786"," 261","Primary Assembly",NA,""
"Bcen2424_0761","ABK07514.1","phosphoribosylformylglycinamidine cyclo-ligase","1"," 852300"," 853355","+"," 1056"," 351","Primary Assembly",NA,""
"Bcen2424_0762","ABK07515.1","major facilitator superfamily MFS_1","1"," 853454"," 854653","-"," 1200"," 399","Primary Assembly",NA,""
"Bcen2424_0763","ABK07516.1","transcriptional regulator, TetR family","1"," 854710"," 855342","+","  633"," 210","Primary Assembly",NA,""
"Bcen2424_0764","ABK07517.1","tRNA delta(2)-isopentenylpyrophosphate transferase","1"," 855347"," 856321","-","  975"," 324","Primary Assembly",NA,""
"Bcen2424_0765","ABK07518.1","DNA mismatch repair protein MutL","1"," 856318"," 858321","-"," 2004"," 667","Primary Assembly",NA,""
"Bcen2424_0766","ABK07519.1","putative DedA family transmembrane protein","1"," 858453"," 859187","+","  735"," 244","Primary Assembly",NA,""
"Bcen2424_0767","ABK07520.1","transposase IS116/IS110/IS902 family protein","1"," 859478"," 860503","-"," 1026"," 341","Primary Assembly",NA,""
"Bcen2424_0768","ABK07521.1","MscS Mechanosensitive ion channel","1"," 860633"," 861445","-","  813"," 270","Primary Assembly",NA,""
"Bcen2424_0769","ABK07522.1","Capsule polysaccharide biosynthesis","1"," 861593"," 863530","-"," 1938"," 645","Primary Assembly",NA,""
"Bcen2424_0770","ABK07523.1","glycosyl transferase, group 1","1"," 863565"," 864764","-"," 1200"," 399","Primary Assembly",NA,""
"Bcen2424_0771","ABK07524.1","polysaccharide export protein","1"," 864830"," 866059","+"," 1230"," 409","Primary Assembly",NA,""
"Bcen2424_0772","ABK07525.1","glycosyl transferase, family 2","1"," 866291"," 868420","-"," 2130"," 709","Primary Assembly",NA,""
"Bcen2424_0773","ABK07526.1","conserved hypothetical protein","1"," 868883"," 870277","-"," 1395"," 464","Primary Assembly",NA,""
"Bcen2424_0774","ABK07527.1","glycosyl transferase, group 1","1"," 870274"," 871488","-"," 1215"," 404","Primary Assembly",NA,""
"Bcen2424_0775","ABK07528.1","glycosyl transferase, group 1","1"," 871506"," 873728","-"," 2223"," 740","Primary Assembly",NA,""
"Bcen2424_0776","ABK07529.1","ABC transporter related protein","1"," 873833"," 874489","-","  657"," 218","Primary Assembly",NA,""
"Bcen2424_0777","ABK07530.1","ABC-2 type transporter","1"," 874486"," 875313","-","  828"," 275","Primary Assembly",NA,""
"Bcen2424_0778","ABK07531.1","lipopolysaccharide biosynthesis","1"," 875285"," 876433","-"," 1149"," 382","Primary Assembly",NA,""
"Bcen2424_0779","ABK07532.1","Capsule polysaccharide biosynthesis","1"," 877672"," 878877","+"," 1206"," 401","Primary Assembly",NA,""
"Bcen2424_0780","ABK07533.1","short-chain dehydrogenase/reductase SDR","1"," 878900"," 879655","+","  756"," 251","Primary Assembly",NA,""
"Bcen2424_0781","ABK07534.1","sulfatase","1"," 879657"," 881195","+"," 1539"," 512","Primary Assembly",NA,""
"Bcen2424_0782","ABK07535.1","beta-ketoacyl synthase","1"," 881199"," 888833","+"," 7635","2544","Primary Assembly",NA,""
"Bcen2424_0783","ABK07536.1","UDP-3-O-3-hydroxymyristoyl N-acetylglucosamine deacetylase","1"," 888830"," 889747","+","  918"," 305","Primary Assembly",NA,""
"Bcen2424_0784","ABK07537.1","8-amino-7-oxononanoate synthase","1"," 889812"," 891140","+"," 1329"," 442","Primary Assembly",NA,""
"Bcen2424_0785","ABK07538.1","GCN5-related N-acetyltransferase","1"," 891137"," 891817","+","  681"," 226","Primary Assembly",NA,""
"Bcen2424_0786","ABK07539.1","adenylylsulfate kinase","1"," 891914"," 892477","-","  564"," 187","Primary Assembly"," 3","00920 Sulfur metabolism PATH:ko00920 - 00230 Purine metabolism PATH:ko00230"
"Bcen2424_0787","ABK07540.1","glutamine amidotransferase, class-II","1"," 893193"," 894059","-","  867"," 288","Primary Assembly",NA,""
"Bcen2424_0788","ABK07541.1","alkylhydroperoxidase like protein, AhpD family","1"," 894225"," 894554","-","  330"," 109","Primary Assembly",NA,""
"Bcen2424_0789","ABK07542.1","transcriptional regulator, AraC family","1"," 894684"," 895631","+","  948"," 315","Primary Assembly",NA,""
"Bcen2424_0790","ABK07543.1","YiaAB two helix domain protein","1"," 895735"," 896178","+","  444"," 147","Primary Assembly",NA,""
"Bcen2424_0791","ABK07544.1","plasmid-related protein","1"," 896301"," 897335","-"," 1035"," 344","Primary Assembly",NA,""
"Bcen2424_0792","ABK07545.1","conserved hypothetical 20.3 kDa protein","1"," 897337"," 897861","-","  525"," 174","Primary Assembly",NA,""
"Bcen2424_0793","ABK07546.1","transcriptional modulator of MazE/toxin, MazF","1"," 898182"," 898505","-","  324"," 107","Primary Assembly",NA,""
"Bcen2424_0794","ABK07547.1","conserved hypothetical protein","1"," 898502"," 898714","-","  213","  70","Primary Assembly",NA,""
"Bcen2424_0795","ABK07548.1","conserved hypothetical protein","1"," 898827"," 899306","-","  480"," 159","Primary Assembly",NA,""
"Bcen2424_0796","ABK07549.1","conserved hypothetical protein","1"," 899374"," 899844","-","  471"," 156","Primary Assembly",NA,""
"Bcen2424_0797","ABK07550.1","transcriptional regulator, XRE family","1"," 899877"," 900227","+","  351"," 116","Primary Assembly",NA,""
"Bcen2424_0798","ABK07551.1","conserved hypothetical protein","1"," 900656"," 901405","-","  750"," 249","Primary Assembly",NA,""
"Bcen2424_0799","ABK07552.1","OmpA-like protein","1"," 901425"," 901937","-","  513"," 170","Primary Assembly",NA,""
"Bcen2424_0800","ABK07553.1","TolB, N-terminal domain protein","1"," 901955"," 903250","-"," 1296"," 431","Primary Assembly",NA,""
"Bcen2424_0801","ABK07554.1","Cell division and transport-associated protein TolA","1"," 903360"," 904415","-"," 1056"," 351","Primary Assembly",NA,""
"Bcen2424_0802","ABK07555.1","Cell division and transport-associated protein TolR","1"," 904412"," 904861","-","  450"," 149","Primary Assembly",NA,""
"Bcen2424_0803","ABK07556.1","Cell division and transport-associated protein TolQ","1"," 904872"," 905549","-","  678"," 225","Primary Assembly",NA,""
"Bcen2424_0804","ABK07557.1","4-hydroxybenzoyl-CoA thioesterase","1"," 905694"," 906179","-","  486"," 161","Primary Assembly",NA,""
"Bcen2424_0805","ABK07558.1","short-chain dehydrogenase/reductase SDR","1"," 906287"," 907033","-","  747"," 248","Primary Assembly"," 3","00240 Pyrimidine metabolism PATH:ko00240 - 00260 Glycine, serine and threonine metabolism PATH:ko00260"
"Bcen2424_0806","ABK07559.1","serine hydroxymethyltransferase","1"," 907452"," 908699","+"," 1248"," 415","Primary Assembly"," 3","00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630 - 00680 Methane metabolism PATH:ko00680 - 00260 Glycine, serine and threonine metabolism PATH:ko00260 - 00460 Cyanoamino acid metabolism PATH:ko00460 - 00670 One carbon pool by folate PATH:ko00670"
"Bcen2424_0807","ABK07560.1","Ribonucleotide reductase regulator NrdR-like protein","1"," 908706"," 909185","+","  480"," 159","Primary Assembly",NA,""
"Bcen2424_0808","ABK07561.1","conserved hypothetical protein","1"," 909337"," 909759","+","  423"," 140","Primary Assembly",NA,""
"Bcen2424_0809","ABK07562.1","conserved hypothetical protein","1"," 909702"," 910145","-","  444"," 147","Primary Assembly",NA,""
"Bcen2424_0810","ABK07563.1","membrane protein","1"," 910189"," 910578","-","  390"," 129","Primary Assembly",NA,""
"Bcen2424_0811","ABK07564.1","protein of unknown function DUF883, ElaB","1"," 910697"," 910999","-","  303"," 100","Primary Assembly",NA,""
"Bcen2424_0812","ABK07565.1","Peroxidase","1"," 911318"," 911956","+","  639"," 212","Primary Assembly",NA,""
"Bcen2424_0813","ABK07566.1","acyl-CoA dehydrogenase domain protein","1"," 912077"," 913264","-"," 1188"," 395","Primary Assembly"," 3","00071 Fatty acid degradation PATH:ko00071 - 00310 Lysine degradation PATH:ko00310 - 00380 Tryptophan metabolism PATH:ko00380 - 00362 Benzoate degradation PATH:ko00362"
"Bcen2424_0814","ABK07567.1","transcriptional regulator, IclR family","1"," 913543"," 914334","+","  792"," 263","Primary Assembly",NA,""
"Bcen2424_0815","ABK07568.1","glutathione-dependent formaldehyde-activating, GFA","1"," 914487"," 914897","+","  411"," 136","Primary Assembly",NA,""
"Bcen2424_0816","ABK07569.1","diguanylate phosphodiesterase","1"," 915088"," 915891","-","  804"," 267","Primary Assembly",NA,""
"Bcen2424_0817","ABK07570.1","monooxygenase, FAD-binding protein","1"," 916248"," 917909","+"," 1662"," 553","Primary Assembly",NA,""
"Bcen2424_0818","ABK07571.1","conserved hypothetical protein","1"," 917938"," 918168","+","  231","  76","Primary Assembly",NA,""
"Bcen2424_0819","ABK07572.1","major facilitator superfamily MFS_1","1"," 918165"," 919523","+"," 1359"," 452","Primary Assembly",NA,""
"Bcen2424_0820","ABK07573.1","homogentisate 1,2-dioxygenase","1"," 919540"," 920874","+"," 1335"," 444","Primary Assembly"," 3","00350 Tyrosine metabolism PATH:ko00350 - 00643 Styrene degradation PATH:ko00643"
"Bcen2424_0821","ABK07574.1","fumarylacetoacetate hydrolase","1"," 920871"," 922175","+"," 1305"," 434","Primary Assembly"," 3","00350 Tyrosine metabolism PATH:ko00350 - 00643 Styrene degradation PATH:ko00643"
"Bcen2424_0822","ABK07575.1","major facilitator superfamily MFS_1","1"," 922385"," 923545","-"," 1161"," 386","Primary Assembly",NA,""
"Bcen2424_0823","ABK07576.1","major facilitator superfamily MFS_1","1"," 923639"," 924808","-"," 1170"," 389","Primary Assembly",NA,""
"Bcen2424_0824","ABK07577.1","cob(II)yrinic acid a,c-diamide reductase","1"," 925034"," 925777","-","  744"," 247","Primary Assembly",NA,""
"Bcen2424_0825","ABK07578.1","D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding protein","1"," 925950"," 926948","-","  999"," 332","Primary Assembly",NA,""
"Bcen2424_0826","ABK07579.1","transcriptional regulator, LysR family","1"," 926979"," 927962","-","  984"," 327","Primary Assembly",NA,""
"Bcen2424_0827","ABK07580.1","hypothetical protein","1"," 928116"," 928541","-","  426"," 141","Primary Assembly",NA,""
"Bcen2424_0828","ABK07581.1","aminotransferase, class V","1"," 928736"," 929947","+"," 1212"," 403","Primary Assembly",NA,""
"Bcen2424_0829","ABK07582.1","transcriptional regulator, AraC family","1"," 929975"," 930910","-","  936"," 311","Primary Assembly",NA,""
"Bcen2424_0830","ABK07583.1","protein of unknown function DUF6, transmembrane","1"," 931045"," 931935","+","  891"," 296","Primary Assembly",NA,""
"Bcen2424_0831","ABK07584.1","major facilitator superfamily MFS_1","1"," 932058"," 933335","-"," 1278"," 425","Primary Assembly",NA,""
"Bcen2424_0832","ABK07585.1","2Fe-2S ferredoxin, iron-sulfur binding site","1"," 933608"," 935194","+"," 1587"," 528","Primary Assembly",NA,""
"Bcen2424_0833","ABK07586.1","xanthine dehydrogenase, molybdenum binding subunit apoprotein","1"," 935213"," 937576","+"," 2364"," 787","Primary Assembly",NA,""
"Bcen2424_0834","ABK07587.1","xanthine and CO dehydrogenases maturation factor XdhC/CoxF family-like protein","1"," 937664"," 938332","+","  669"," 222","Primary Assembly",NA,""
"Bcen2424_0835","ABK07588.1","conserved hypothetical protein","1"," 938478"," 938879","+","  402"," 133","Primary Assembly",NA,""
"Bcen2424_0836","ABK07589.1","transcriptional regulator, LysR family","1"," 938941"," 939885","-","  945"," 314","Primary Assembly",NA,""
"Bcen2424_0837","ABK07590.1","DSBA oxidoreductase","1"," 939965"," 940603","-","  639"," 212","Primary Assembly",NA,""
"Bcen2424_0838","ABK07591.1","TRAP-type uncharacterized transport system periplasmic component-like protein","1"," 940698"," 942140","-"," 1443"," 480","Primary Assembly",NA,""
"Bcen2424_0839","ABK07592.1","transport-associated protein","1"," 942574"," 942939","+","  366"," 121","Primary Assembly",NA,""
"Bcen2424_0840","ABK07593.1","conserved hypothetical protein","1"," 943078"," 945168","+"," 2091"," 696","Primary Assembly",NA,""
