locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non.redundant_refseq	related_accession	name	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_0226	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	262899	263843	-	ABK06980.1	NA	NA	conserved hypothetical protein	NA	NA	945	314	NA	NA	
Bcen2424_6109	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	263425	263997	-	ABK12841.1	NA	NA	conserved hypothetical protein	NA	NA	573	190	NA	NA	
Bcen2424_3432	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	263577	264644	+	ABK10171.1	NA	NA	maleylacetate reductase	NA	NA	1068	355	NA	3	00362 Benzoate degradation [PATH:ko00362]|00364 Fluorobenzoate degradation [PATH:ko00364]|00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]|00623 Toluene degradation [PATH:ko00623]
Bcen2424_0227	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	264002	264583	+	ABK06981.1	NA	NA	conserved hypothetical protein	NA	NA	582	193	NA	NA	
Bcen2424_6110	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	264220	264975	-	ABK12842.1	NA	NA	transcriptional regulator, histidine utilization repressor, GntR family	NA	NA	756	251	NA	NA	
Bcen2424_0228	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	264588	264992	+	ABK06982.1	NA	NA	conserved hypothetical protein	NA	NA	405	134	NA	NA	
Bcen2424_3433	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	264753	265064	+	ABK10172.1	NA	NA	YCII-related	NA	NA	312	103	NA	NA	
Bcen2424_0229	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	264989	265804	+	ABK06983.1	NA	NA	protein of unknown function DUF955	NA	NA	816	271	NA	NA	
Bcen2424_6111	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	265026	266519	-	ABK12843.1	NA	NA	histidine ammonia-lyase	NA	NA	1494	497	NA	NA	
Bcen2424_3434	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	265068	265403	+	ABK10173.1	NA	NA	Rieske (2Fe-2S) domain protein	NA	NA	336	111	NA	NA	
Bcen2424_3435	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	265596	266684	+	ABK10174.1	NA	NA	porin, Gram-negative type	NA	NA	1089	362	NA	NA	
Bcen2424_0230	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	266095	266481	-	ABK06984.1	NA	NA	conserved hypothetical protein	NA	NA	387	128	NA	NA	
Bcen2424_6112	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	266527	267318	-	ABK12844.1	NA	NA	amino acid ABC transporter ATP-binding protein, PAAT family	NA	NA	792	263	NA	NA	
Bcen2424_3436	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	266825	267076	-	ABK10175.1	NA	NA	hypothetical protein	NA	NA	252	83	NA	NA	
Bcen2424_0231	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	266987	268591	+	ABK06985.1	NA	NA	conserved hypothetical protein	NA	NA	1605	534	NA	NA	
Bcen2424_3437	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	267173	267976	+	ABK10176.1	NA	NA	hypothetical protein	NA	NA	804	267	NA	NA	
Bcen2424_6113	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	267346	268092	-	ABK12845.1	NA	NA	amino acid ABC transporter membrane protein 2, PAAT family	NA	NA	747	248	NA	NA	
Bcen2424_6114	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	268105	268827	-	ABK12846.1	NA	NA	amino acid ABC transporter membrane protein 1, PAAT family	NA	NA	723	240	NA	NA	
Bcen2424_3438	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	268225	269040	+	ABK10177.1	NA	NA	MltA-interacting MipA family protein	NA	NA	816	271	NA	NA	
Bcen2424_0232	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	268800	270749	+	ABK06986.1	NA	NA	TPR repeat-containing protein	NA	NA	1950	649	NA	NA	
Bcen2424_6115	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	268928	270037	-	ABK12847.1	NA	NA	amino acid ABC transporter substrate-binding protein, PAAT family	NA	NA	1110	369	NA	NA	
Bcen2424_3439	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	269049	269723	+	ABK10178.1	NA	NA	two component transcriptional regulator, winged helix family	NA	NA	675	224	NA	NA	
Bcen2424_3440	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	269775	271160	+	ABK10179.1	NA	NA	periplasmic sensor signal transduction histidine kinase	NA	NA	1386	461	NA	NA	
Bcen2424_6116	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	270309	271274	-	ABK12848.1	NA	NA	dTDP-4-dehydrorhamnose reductase	NA	NA	966	321	NA	3	00523 Polyketide sugar unit biosynthesis [PATH:ko00523]|00521 Streptomycin biosynthesis [PATH:ko00521]
Bcen2424_0233	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	270816	271568	+	ABK06987.1	NA	NA	conserved hypothetical protein	NA	NA	753	250	NA	NA	
Bcen2424_3441	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	271168	271764	+	ABK10180.1	NA	NA	hypothetical protein	NA	NA	597	198	NA	NA	
Bcen2424_6117	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	271583	271996	-	ABK12849.1	NA	NA	DoxX family protein	NA	NA	414	137	NA	NA	
Bcen2424_0234	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	271676	272089	-	ABK06988.1	NA	NA	conserved hypothetical protein	NA	NA	414	137	NA	NA	
Bcen2424_6118	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	272024	272311	+	ABK12850.1	NA	NA	hypothetical protein	NA	NA	288	95	NA	NA	
Bcen2424_3442	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	272147	272947	-	ABK10181.1	NA	NA	Integrase, catalytic region	NA	NA	801	266	NA	NA	
Bcen2424_0235	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	272584	273405	-	ABK06989.1	NA	NA	conserved hypothetical protein	NA	NA	822	273	NA	NA	
Bcen2424_6119	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	272587	274812	+	ABK12851.1	NA	NA	LamG domain protein jellyroll fold domain protein	NA	NA	2226	741	NA	NA	
Bcen2424_3443	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	272968	273234	-	ABK10182.1	NA	NA	transposase IS3/IS911 family protein	NA	NA	267	88	NA	NA	
Bcen2424_3444	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	273312	273596	+	ABK10183.1	NA	NA	conserved hypothetical protein	NA	NA	285	94	NA	NA	
Bcen2424_0236	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	273509	273973	-	ABK06990.1	NA	NA	GCN5-related N-acetyltransferase	NA	NA	465	154	NA	NA	
Bcen2424_3445	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	273807	275636	-	ABK10184.1	NA	NA	glutamine--fructose-6-phosphate transaminase	NA	NA	1830	609	NA	3	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]|00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]
Bcen2424_0237	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	273970	275118	-	ABK06991.1	NA	NA	DegT/DnrJ/EryC1/StrS aminotransferase	NA	NA	1149	382	NA	NA	
Bcen2424_6120	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	275033	275875	-	ABK12852.1	NA	NA	formate/nitrite transporter	NA	NA	843	280	NA	NA	
Bcen2424_0238	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	275143	277485	-	ABK06992.1	NA	NA	Tetratricopeptide TPR_2 repeat protein	NA	NA	2343	780	NA	NA	
Bcen2424_3446	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	275793	276284	+	ABK10185.1	NA	NA	transcriptional regulator, AsnC family	NA	NA	492	163	NA	NA	
Bcen2424_6121	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	276204	277559	-	ABK12853.1	NA	NA	response regulator receiver and ANTAR domain protein	NA	NA	1356	451	NA	NA	
Bcen2424_3447	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	276314	277168	-	ABK10186.1	NA	NA	ketopantoate hydroxymethyltransferase	NA	NA	855	284	NA	NA	
Bcen2424_3448	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	277247	278065	+	ABK10187.1	NA	NA	transcriptional regulator, AraC family	NA	NA	819	272	NA	NA	
Bcen2424_0239	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	277747	278046	-	ABK06993.1	NA	NA	conserved hypothetical protein	NA	NA	300	99	NA	NA	
Bcen2424_0240	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	278072	279580	-	ABK06994.1	NA	NA	flagellar hook-associated 2 domain protein	NA	NA	1509	502	NA	NA	
Bcen2424_3449	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	278079	278612	-	ABK10188.1	NA	NA	methylated-DNA--protein-cysteine methyltransferase	NA	NA	534	177	NA	NA	
Bcen2424_6122	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	278108	279622	+	ABK12854.1	NA	NA	flagellar hook-associated 2 domain protein	NA	NA	1515	504	NA	NA	
Bcen2424_3450	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	278609	280087	-	ABK10189.1	NA	NA	DNA-3-methyladenine glycosylase II	NA	NA	1479	492	NA	NA	
Bcen2424_0241	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	279713	280867	-	ABK06995.1	NA	NA	flagellin domain protein	NA	NA	1155	384	NA	3	02020 Two-component system [PATH:ko02020]|02040 Flagellar assembly [PATH:ko02040]
Bcen2424_6123	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	279750	280397	-	ABK12855.1	NA	NA	conserved hypothetical protein	NA	NA	648	215	NA	NA	
Bcen2424_3451	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	280410	281702	+	ABK10190.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1293	430	NA	NA	
Bcen2424_6124	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	280816	281763	-	ABK12856.1	NA	NA	dihydrodipicolinate synthetase	NA	NA	948	315	NA	3	00300 Lysine biosynthesis [PATH:ko00300]|00261 Monobactam biosynthesis [PATH:ko00261]
Bcen2424_0242	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	281398	281610	+	ABK06996.1	NA	NA	SSU ribosomal protein S21P	NA	NA	213	70	NA	NA	
Bcen2424_0243	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	281773	283896	-	ABK06997.1	NA	NA	TonB-dependent siderophore receptor	NA	NA	2124	707	NA	NA	
Bcen2424_3452	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	281779	282888	-	ABK10191.1	NA	NA	transcriptional regulator, LacI family	NA	NA	1110	369	NA	NA	
Bcen2424_6125	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	281807	283126	-	ABK12857.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1320	439	NA	NA	
Bcen2424_3453	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	282959	283795	+	ABK10192.1	NA	NA	NAD-dependent epimerase/dehydratase	NA	NA	837	278	NA	NA	
Bcen2424_6126	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	283187	284113	-	ABK12858.1	NA	NA	ribokinase	NA	NA	927	308	NA	NA	
Bcen2424_3454	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	283825	284145	-	ABK10193.1	NA	NA	protein of unknown function DUF1330	NA	NA	321	106	NA	NA	
Bcen2424_0244	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	284126	285364	+	ABK06998.1	NA	NA	PepSY-associated TM helix domain protein	NA	NA	1239	412	NA	NA	
Bcen2424_3455	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	284336	284794	-	ABK10194.1	NA	NA	transcriptional regulator, MerR family	NA	NA	459	152	NA	NA	
Bcen2424_6127	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	284355	285452	+	ABK12859.1	NA	NA	transcriptional regulator, LacI family	NA	NA	1098	365	NA	NA	
Bcen2424_3456	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	284874	286118	+	ABK10195.1	NA	NA	NADH:flavin oxidoreductase/NADH oxidase	NA	NA	1245	414	NA	NA	
Bcen2424_6128	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	285548	286672	-	ABK12860.1	NA	NA	filamentation induced by cAMP protein Fic	NA	NA	1125	374	NA	NA	
Bcen2424_0245	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	285694	286296	-	ABK06999.1	NA	NA	DNA-3-methyladenine glycosylase I	NA	NA	603	200	NA	NA	
Bcen2424_3457	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	286207	288330	-	ABK10196.1	NA	NA	TonB-dependent siderophore receptor	NA	NA	2124	707	NA	NA	
Bcen2424_0246	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	286439	287320	+	ABK07000.1	NA	NA	ATPase, BadF/BadG/BcrA/BcrD type	NA	NA	882	293	NA	NA	
Bcen2424_6129	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	286763	287680	-	ABK12861.1	NA	NA	transcriptional regulator, LysR family	NA	NA	918	305	NA	NA	
Bcen2424_0247	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	287465	288289	+	ABK07001.1	NA	NA	Cof-like hydrolase	NA	NA	825	274	NA	NA	
Bcen2424_6130	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	287810	288535	+	ABK12862.1	NA	NA	Pirin domain protein	NA	NA	726	241	NA	NA	
Bcen2424_3458	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	288371	289846	-	ABK10197.1	NA	NA	Propeptide, PepSY amd peptidase M4	NA	NA	1476	491	NA	NA	
Bcen2424_0248	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	288421	289164	-	ABK07002.1	NA	NA	MIP family channel protein	NA	NA	744	247	NA	NA	
Bcen2424_6131	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	288598	289200	+	ABK12863.1	NA	NA	flavoprotein WrbA	NA	NA	603	200	NA	NA	
Bcen2424_6132	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	289306	289611	-	ABK12864.1	NA	NA	conserved hypothetical protein	NA	NA	306	101	NA	NA	
Bcen2424_0249	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	289464	289760	+	ABK07003.1	NA	NA	histone family protein nucleoid-structuring protein H-NS	NA	NA	297	98	NA	NA	
Bcen2424_6133	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	289840	290574	-	ABK12865.1	NA	NA	LrgB family protein	NA	NA	735	244	NA	NA	
Bcen2424_0250	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	289872	290936	-	ABK07004.1	NA	NA	glycosyl transferase, group 1	NA	NA	1065	354	NA	NA	
Bcen2424_3459	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	290088	290573	-	ABK10198.1	NA	NA	conserved hypothetical protein	NA	NA	486	161	NA	NA	
Bcen2424_6134	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	290571	290942	-	ABK12866.1	NA	NA	LrgA family protein	NA	NA	372	123	NA	NA	
Bcen2424_3460	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	290939	291262	-	ABK10199.1	NA	NA	conserved hypothetical protein	NA	NA	324	107	NA	NA	
Bcen2424_6135	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	291185	292219	-	ABK12867.1	NA	NA	Alpha/beta hydrolase fold-3 domain protein	NA	NA	1035	344	NA	NA	
Bcen2424_0251	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	291598	291918	+	ABK07005.1	NA	NA	Flagellar transcriptional activator, FlhD subunit	NA	NA	321	106	NA	3	02020 Two-component system [PATH:ko02020]|02024 Quorum sensing [PATH:ko02024]|02040 Flagellar assembly [PATH:ko02040]
Bcen2424_3461	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	291852	292484	+	ABK10200.1	NA	NA	Lysine exporter protein (LYSE/YGGA)	NA	NA	633	210	NA	NA	
Bcen2424_0252	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	292011	292565	+	ABK07006.1	NA	NA	Flagellar transcriptional activator, FlhC subunit	NA	NA	555	184	NA	3	02020 Two-component system [PATH:ko02020]|02024 Quorum sensing [PATH:ko02024]|02040 Flagellar assembly [PATH:ko02040]
Bcen2424_6136	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	292277	292702	-	ABK12868.1	NA	NA	OsmC family protein	NA	NA	426	141	NA	NA	
Bcen2424_3462	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	292559	294187	-	ABK10201.1	NA	NA	aldehyde dehydrogenase	NA	NA	1629	542	NA	3	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|00053 Ascorbate and aldarate metabolism [PATH:ko00053]|00620 Pyruvate metabolism [PATH:ko00620]|00071 Fatty acid degradation [PATH:ko00071]|00561 Glycerolipid metabolism [PATH:ko00561]|00280 Valine, leucine and isoleucine degradation [PATH:ko00280]|00310 Lysine degradation [PATH:ko00310]|00330 Arginine and proline metabolism [PATH:ko00330]|00340 Histidine metabolism [PATH:ko00340]|00380 Tryptophan metabolism [PATH:ko00380]|00410 beta-Alanine metabolism [PATH:ko00410]|00903 Limonene and pinene degradation [PATH:ko00903]|00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]
Bcen2424_0253	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	292758	293618	+	ABK07007.1	NA	NA	flagellar motor component-like protein	NA	NA	861	286	NA	3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]|02040 Flagellar assembly [PATH:ko02040]
Bcen2424_6137	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	292927	293493	-	ABK12869.1	NA	NA	transcriptional regulator, TetR family	NA	NA	567	188	NA	NA	
Bcen2424_0254	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	293632	294651	+	ABK07008.1	NA	NA	OmpA/MotB domain protein	NA	NA	1020	339	NA	3	02030 Bacterial chemotaxis [PATH:ko02030]|02040 Flagellar assembly [PATH:ko02040]
Bcen2424_6138	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	293632	294228	-	ABK12870.1	NA	NA	transcriptional regulator, TetR family	NA	NA	597	198	NA	NA	
Bcen2424_6139	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	294376	295395	+	ABK12871.1	NA	NA	conserved hypothetical protein	NA	NA	1020	339	NA	NA	
Bcen2424_0255	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	294668	295045	+	ABK07009.1	NA	NA	response regulator receiver protein	NA	NA	378	125	NA	3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_3463	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	294790	295827	+	ABK10202.1	NA	NA	Ankyrin	NA	NA	1038	345	NA	NA	
Bcen2424_0256	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	295079	297349	+	ABK07010.1	NA	NA	CheA signal transduction histidine kinases	NA	NA	2271	756	NA	3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_6140	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	295486	297339	+	ABK12872.1	NA	NA	ABC transporter related protein	NA	NA	1854	617	NA	NA	
Bcen2424_3464	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	295968	296333	+	ABK10203.1	NA	NA	conserved hypothetical protein	NA	NA	366	121	NA	NA	
Bcen2424_3465	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	296774	299047	+	ABK10204.1	NA	NA	TonB-dependent siderophore receptor	NA	NA	2274	757	NA	NA	
Bcen2424_0257	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	297380	297913	+	ABK07011.1	NA	NA	CheW protein	NA	NA	534	177	NA	3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_6141	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	297516	298688	+	ABK12873.1	NA	NA	porin, Gram-negative type	NA	NA	1173	390	NA	NA	
Bcen2424_0258	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	297951	299930	+	ABK07012.1	NA	NA	methyl-accepting chemotaxis sensory transducer	NA	NA	1980	659	NA	3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_6142	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	298791	299435	+	ABK12874.1	NA	NA	Glutathione S-transferase, C-terminal domain protein	NA	NA	645	214	NA	NA	
Bcen2424_3466	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	299241	300188	-	ABK10205.1	NA	NA	transcriptional regulator, LysR family	NA	NA	948	315	NA	NA	
Bcen2424_6143	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	299595	300755	+	ABK12875.1	NA	NA	conserved hypothetical protein	NA	NA	1161	386	NA	NA	
Bcen2424_0259	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	299934	300926	+	ABK07013.1	NA	NA	MCP methyltransferase, CheR-type	NA	NA	993	330	NA	3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_3467	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	300413	301441	+	ABK10206.1	NA	NA	conserved hypothetical protein	NA	NA	1029	342	NA	NA	
Bcen2424_6144	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	300791	301258	-	ABK12876.1	NA	NA	conserved hypothetical protein	NA	NA	468	155	NA	NA	
Bcen2424_0260	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	300983	301666	+	ABK07014.1	NA	NA	CheD	NA	NA	684	227	NA	NA	
Bcen2424_6145	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	301316	301984	-	ABK12877.1	NA	NA	conserved hypothetical protein	NA	NA	669	222	NA	NA	
Bcen2424_0261	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	301672	302754	+	ABK07015.1	NA	NA	response regulator receiver modulated CheB methylesterase	NA	NA	1083	360	NA	3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
